,0.05,0.12777777777777777,0.20555555555555555,0.2833333333333333,0.3611111111111111,0.4388888888888889,0.5166666666666667,0.5944444444444446,0.6722222222222223,0.75
0,8,8,9,9,7,7,6,6,6,5
1,14,11,10,9,8,7,6,6,6,5
2,13,11,10,8,7,7,6,6,5,5
3,11,12,10,8,9,7,6,6,5,5
4,11,11,9,9,7,7,7,6,5,5
5,8,11,10,9,8,7,6,6,6,5
6,8,11,11,9,8,8,6,6,6,6
7,8,10,10,9,8,7,7,6,5,5
8,10,10,9,10,8,8,6,6,6,5
9,12,11,10,8,9,6,6,6,6,5
