,0.1,0.17222222222222222,0.24444444444444446,0.31666666666666665,0.38888888888888895,0.46111111111111114,0.5333333333333333,0.6055555555555556,0.6777777777777778,0.75
0,10,10,9,8,7,7,6,6,5,5
1,11,11,10,8,7,8,6,6,5,5
2,11,10,9,9,8,7,7,5,6,5
3,12,10,10,9,8,6,6,5,6,5
4,12,11,10,8,7,7,6,6,5,6
5,10,11,9,9,7,8,6,6,5,5
6,12,10,9,8,7,7,7,6,6,5
7,11,9,10,9,7,7,6,6,6,6
8,12,10,9,8,7,7,7,6,5,5
9,11,11,8,9,8,6,6,6,6,5
